pokemon,move,move_class,normalized_weighted_frequency,weighted_frequency,raw_count,unique_team_occurrences
gengar,dark-pulse,offense,0.667938170841951,3.3396908542097545,5,5
gengar,knock-off,offense,0.667938170841951,3.3396908542097545,5,5
gengar,taunt,utility,0.667938170841951,3.3396908542097545,5,5
giratina-origin,defog,utility,0.7394672727271693,0.7394672727271693,1,1
giratina-origin,protect,utility,0.7394672727271693,0.7394672727271693,1,1
giratina-origin,thunder-wave,utility,0.7394672727271693,0.7394672727271693,1,1
greedent,body-press,offense,0.6627819348013025,1.325563869602605,2,2
greedent,earthquake,offense,0.6627819348013025,1.325563869602605,2,2
greedent,knock-off,offense,0.6627819348013025,1.325563869602605,2,2
gyarados,dark-pulse,offense,0.6199923432711568,0.6199923432711568,1,1
gyarados,earthquake,offense,0.6199923432711568,0.6199923432711568,1,1
gyarados,ice-beam,offense,0.6199923432711568,0.6199923432711568,1,1
heliolisk,dark-pulse,offense,0.6581068253912173,0.6581068253912173,1,1
heliolisk,protect,utility,0.6581068253912173,0.6581068253912173,1,1
heliolisk,surf,offense,0.6581068253912173,0.6581068253912173,1,1
hypno,body-press,offense,0.6282159481757872,0.6282159481757872,1,1
hypno,knock-off,offense,0.6282159481757872,0.6282159481757872,1,1
hypno,taunt,utility,0.6282159481757872,0.6282159481757872,1,1
landorus-therian,defog,utility,0.6920388681909923,3.460194340954961,5,5
landorus-therian,knock-off,offense,0.6920388681909923,3.460194340954961,5,5
landorus-therian,taunt,utility,0.6920388681909923,3.460194340954961,5,5
lugia,brave-bird,offense,0.7394672727271693,0.7394672727271693,1,1
lugia,defog,utility,0.7394672727271693,0.7394672727271693,1,1
lugia,earthquake,offense,0.7394672727271693,0.7394672727271693,1,1
lycanroc-midnight,close-combat,offense,0.6553451304231507,0.6553451304231507,1,1
lycanroc-midnight,knock-off,offense,0.6553451304231507,0.6553451304231507,1,1
lycanroc-midnight,outrage,offense,0.6553451304231507,0.6553451304231507,1,1
machamp,close-combat,offense,0.6581068253912173,0.6581068253912173,1,1
machamp,drain-punch,offense,0.6581068253912173,0.6581068253912173,1,1
machamp,earthquake,offense,0.6581068253912173,0.6581068253912173,1,1
meowscarada,dark-pulse,offense,0.6282159481757872,0.6282159481757872,1,1
meowscarada,giga-drain,offense,0.6282159481757872,0.6282159481757872,1,1
meowscarada,knock-off,offense,0.6282159481757872,0.6282159481757872,1,1
mimikyu-busted,dark-pulse,offense,0.6199923432711568,0.6199923432711568,1,1
mimikyu-busted,drain-punch,offense,0.6199923432711568,0.6199923432711568,1,1
mimikyu-busted,protect,utility,0.6199923432711568,0.6199923432711568,1,1
miraidon,draco-meteor,offense,0.7394672727271693,0.7394672727271693,1,1
miraidon,dragon-claw,offense,0.7394672727271693,0.7394672727271693,1,1
miraidon,overheat,offense,0.7394672727271693,0.7394672727271693,1,1
obstagoon,body-press,offense,0.6914105681993898,0.6914105681993898,1,1
obstagoon,close-combat,offense,0.6914105681993898,0.6914105681993898,1,1
obstagoon,ice-beam,offense,0.6914105681993898,0.6914105681993898,1,1
okidogi,body-press,offense,0.6666496323924551,3.3332481619622754,5,5
okidogi,close-combat,offense,0.6666496323924551,3.3332481619622754,5,5
okidogi,drain-punch,offense,0.6666496323924551,3.3332481619622754,5,5
oricorio-baile,defog,utility,0.6914105681993898,0.6914105681993898,1,1
oricorio-baile,protect,utility,0.6914105681993898,0.6914105681993898,1,1
oricorio-baile,roost,recovery,0.6914105681993898,0.6914105681993898,1,1
raging-bolt,body-press,offense,0.6282159481757872,0.6282159481757872,1,1
raging-bolt,draco-meteor,offense,0.6282159481757872,0.6282159481757872,1,1
raging-bolt,earthquake,offense,0.6282159481757872,0.6282159481757872,1,1
raikou,protect,utility,0.6199923432711568,0.6199923432711568,1,1
raikou,shadow-ball,offense,0.6199923432711568,0.6199923432711568,1,1
raikou,thunder-wave,utility,0.6199923432711568,0.6199923432711568,1,1
rhyperior,body-press,offense,0.6508840214046646,1.3017680428093292,2,2
rhyperior,earthquake,offense,0.6508840214046646,1.3017680428093292,2,2
rhyperior,protect,utility,0.6508840214046646,1.3017680428093292,2,2
shuckle,earthquake,offense,0.7134421146646022,0.7134421146646022,1,1
shuckle,encore,utility,0.7134421146646022,0.7134421146646022,1,1
shuckle,protect,utility,0.7134421146646022,0.7134421146646022,1,1
sneasler,close-combat,offense,0.6436612174181119,0.6436612174181119,1,1
sneasler,protect,utility,0.6436612174181119,0.6436612174181119,1,1
sneasler,shadow-ball,offense,0.6436612174181119,0.6436612174181119,1,1
stakataka,body-press,offense,0.692329732569315,2.76931893027726,4,4
stakataka,earthquake,offense,0.692329732569315,2.76931893027726,4,4
stakataka,protect,utility,0.692329732569315,2.76931893027726,4,4
stoutland,protect,utility,0.7134421146646022,0.7134421146646022,1,1
stoutland,shadow-ball,offense,0.7134421146646022,0.7134421146646022,1,1
stoutland,surf,offense,0.7134421146646022,0.7134421146646022,1,1
tapu-fini,defog,utility,0.7394672727271693,0.7394672727271693,1,1
tapu-fini,haze,utility,0.7394672727271693,0.7394672727271693,1,1
tapu-fini,protect,utility,0.7394672727271693,0.7394672727271693,1,1
ting-lu,body-press,offense,0.7032785238608585,0.7032785238608585,1,1
ting-lu,dark-pulse,offense,0.7032785238608585,0.7032785238608585,1,1
ting-lu,earthquake,offense,0.7032785238608585,0.7032785238608585,1,1
toxapex,baneful-bunker,recovery,0.6864545646362581,1.3729091292725162,2,2
toxapex,ice-beam,offense,0.6864545646362581,1.3729091292725162,2,2
toxapex,knock-off,offense,0.6864545646362581,1.3729091292725162,2,2
urshifu-single-strike,body-press,offense,0.7264546936958858,1.4529093873917716,2,2
urshifu-single-strike,close-combat,offense,0.7264546936958858,1.4529093873917716,2,2
urshifu-single-strike,dark-pulse,offense,0.7264546936958858,1.4529093873917716,2,2
victreebel,encore,utility,0.7134421146646022,0.7134421146646022,1,1
victreebel,giga-drain,offense,0.7134421146646022,0.7134421146646022,1,1
victreebel,knock-off,offense,0.7134421146646022,0.7134421146646022,1,1
wyrdeer,earthquake,offense,0.6553451304231507,0.6553451304231507,1,1
wyrdeer,protect,utility,0.6553451304231507,0.6553451304231507,1,1
wyrdeer,psychic,offense,0.6553451304231507,0.6553451304231507,1,1
zamazenta,body-press,offense,0.6553451304231507,0.6553451304231507,1,1
zamazenta,close-combat,offense,0.6553451304231507,0.6553451304231507,1,1
zamazenta,moonblast,offense,0.6553451304231507,0.6553451304231507,1,1
zekrom,body-press,offense,0.7134421146646022,0.7134421146646022,1,1
zekrom,defog,utility,0.7134421146646022,0.7134421146646022,1,1
zekrom,dragon-claw,offense,0.7134421146646022,0.7134421146646022,1,1
zeraora,close-combat,offense,0.6199923432711568,0.6199923432711568,1,1
zeraora,drain-punch,offense,0.6199923432711568,0.6199923432711568,1,1
zeraora,knock-off,offense,0.6199923432711568,0.6199923432711568,1,1
zygarde-50,draco-meteor,offense,0.6914105681993898,0.6914105681993898,1,1
zygarde-50,earthquake,offense,0.6914105681993898,0.6914105681993898,1,1
zygarde-50,haze,utility,0.6914105681993898,0.6914105681993898,1,1
